iv,type,B_D,W_D,theta_D,dfcom,T_D,gamma_D,nu,nu2,nu_improved,L,U,sqrt_T_D,RR,lci,uci,model
h_education_3,Conditional,1.6104169560164334e-5,0.003825152231392876,-0.09031422419995697,51,0.003842866817909057,0.004609732097304235,4594.088262215993,423536.78610984585,48.87908041017158,-0.21181442588034902,0.031185977480435056,0.06199086076115621,"0.91 (0.81, 1.03)",0.8091148344084047,1.0316773548010627,H1
h_ge65,Conditional,1.2463715175886415e-5,0.001318582422387978,0.09933851622829609,51,0.0013322925090814529,0.010290598048117418,1014.6024354572828,84988.71825783825,48.577946290562686,0.02779767063602312,0.17087936182056906,0.03650058231153926,"1.10 (1.03, 1.19)",1.0281876308250653,1.1863476215713291,H1
h_heavydrinker,Conditional,8.438352981106968e-6,0.0011091562468296852,0.09535614056557584,51,0.001118438435108903,0.008299239357161267,1509.158638278694,130667.00266610968,48.68537973797073,0.02980833519759861,0.16090394593355306,0.03344306258566794,"1.10 (1.03, 1.17)",1.0302570510147517,1.1745721409646965,H1
h_laborforceother,Conditional,2.070692307799775e-4,0.010798478662190466,-0.008142644581197216,51,0.011026254816048442,0.02065761744653794,296.61409044913205,21090.26556349492,47.987157302665224,-0.21396238595436234,0.19767709679196788,0.10500597514450519,"0.99 (0.81, 1.22)",0.8073787532328133,1.2185688504958279,H1
h_laborforceretired,Conditional,2.2404511310608654e-5,0.0022315191394624385,0.18736995165578002,51,0.002256164101904108,0.010923390909761486,909.8668521173311,75427.12560452984,48.543389572333744,0.09427194066215043,0.2804679626494096,0.047499095800910864,"1.21 (1.10, 1.32)",1.098858529605766,1.323749132567997,H1
h_moderate_pa,Conditional,5.288711674638592e-7,6.323489358997004e-5,-0.01501131836032573,51,6.381665187418029e-5,0.009116089094696302,1267.9901311054275,108299.23462020842,48.64155314709772,-0.030668729384112855,6.460926634613909e-4,0.007988532523197254,"0.99 (0.97, 1.00)",0.9697967850473127,1.0006463014262839,H1
h_raceethnicNHBlack,Conditional,1.2862225778138102e-5,0.002426822535214686,0.15057201300960713,51,0.002440970983570638,0.005796237829609776,2965.6422409049414,267886.0603808147,48.817553663418366,0.053737234908340564,0.24740679111087366,0.049406183657216815,"1.16 (1.06, 1.28)",1.0552072940818857,1.2806999841974231,H1
h_raceethnicNHOther,Conditional,3.030514598307054e-5,0.009952270336770637,-0.08970563892891471,51,0.009985605997352015,0.003338371310686357,8568.12739853449,807557.0827133562,48.94419341098319,-0.2855612215003703,0.10614994364254084,0.09992800406969017,"0.91 (0.75, 1.11)",0.75159232615992555,1.1119885996277745,H1
h_raceethnicNHWhite,Conditional,1.7662539747247905e-5,0.0020324377831064614,-0.05758400215218999,51,0.0020518665768284343,0.009468838735120751,1182.1818460562993,100380.43404690216,48.62252260863142,-0.1463666076923154,0.03119860338793544,0.045297533893452015,"0.94 (0.86, 1.03)",0.8638409543881019,1.0316903807461466,H1
h_religion2.Catholic,Conditional,1.2995364570706044e-6,0.00161881015611389,-0.001415144193490768,51,0.0016202396462166677,8.822707839026088e-4,117464.99137243516,11562153.040366052,49.06757357829984,-0.08030801575812092,0.07747772737113935,0.04025220051396778,"1.00 (0.92, 1.08)",0.922832055790609,1.080558165319563,H1
h_religion3.Jewish,Conditional,2.6696276352388783e-6,0.01650200677768978,0.036501059314675274,51,0.016504943368088543,1.779218706342557e-4,2852158.0884232735,284304567.8326317,49.10236468986121,-0.2152985848992317,0.2883007035285823,0.12847156637983576,"1.04 (0.81, 1.33)",0.8063006550318784,1.3341584299579612,H1
h_religion4.None/no pref,Conditional,1.5634945978769076e-5,0.0021597671545932327,-0.03711443192750008,51,0.0021769655951698785,0.0079001894264222,1654.3558107149768,144200.74364712005,48.70666682698927,-0.1285631283453899,0.054334264490389736,0.046657963898673056,"0.96 (0.88, 1.06)",0.8793580482475843,1.0558374721504027,H1
h_religion5.Other,Conditional,4.139564501244466e-5,0.007179796495407123,0.08004403676588621,51,0.007225331704920812,0.00630216180700429,2530.362938698126,226601.82883082354,48.79109715493952,-0.08655761604982144,0.24664568958159383,0.08500195118302174,"1.08 (0.92, 1.28)",0.9170827085794704,1.2797256123258984,H1
h_smokeformer,Conditional,7.469761785380498e-5,0.002044509283614632,0.0358349102661901,51,0.0021266766632538174,0.03863651727548903,109.50942297693423,6029.0177945635105,46.8467687382306,-0.054568751059005764,0.12623857159138596,0.04611590466697815,"1.04 (0.95, 1.13)",0.9468934066954534,1.1345528080671914,H1
h_smokenever,Conditional,8.624298731961047e-5,0.0032295060654081715,0.002360721876362367,51,0.003324373351459743,0.02853689282821227,174.57563275602524,11051.701363017459,47.50455783697953,-0.11065804198955798,0.11537948574228268,0.05765737898534534,"1.00 (0.90, 1.12)",0.895244832734004,1.1222992533365381,H1
h_vigorous_pa,Conditional,9.320766510737577e-7,1.1197428268780139e-4,-0.0388523033415972,51,1.1299956700398252e-4,0.009073347300038757,1279.0545897815086,109321.96772558877,48.64385476021671,-0.05968719704220796,-0.018017409640986443,0.01063012544629566,"0.96 (0.94, 0.98)",0.9420591663945024,0.98214393343618,H1
hh_children,Conditional,1.6046341570758194e-6,6.659896122808792e-5,0.00740646579177764,51,6.836405880087132e-5,0.02581908686733657,205.04266746192374,13500.838807187893,47.674163482239265,-0.00880047133036586,0.023613402913921142,0.008268256091877616,"1.01 (0.99, 1.02)",0.9912381394700223,1.0238944067723996,H1
hh_high,Conditional,7.67419482450876e-6,0.0036849386750902107,-0.08726645051240522,51,0.0036933802893971703,0.002285606584080587,17944.259425051765,1722818.602755745,48.99746889011328,-0.20637979244517451,0.03184689142036408,0.060773187257187444,"0.92 (0.81, 1.03)",0.8135240473160634,1.0323594301180745,H1
hh_highest,Conditional,6.649557582948346e-6,0.0038043533641936296,-0.07951070806656566,51,0.003811667877534873,0.0019189797160327911,25291.518965497336,2444003.03601316,49.01588482361431,-0.20051640914156904,0.04149499300843769,0.06173870647766175,"0.92 (0.82, 1.04)",0.8183080621827235,1.0423679427109134,H1
hh_lengthmar,Conditional,2.177085488614217e-8,8.841581397977956e-7,0.0010674891746192486,51,9.08106080172552e-7,0.026371302755957723,198.1338398894248,12941.342763442104,47.63996583007439,-8.004253660121182e-4,0.0029354037152506153,9.529460006592987e-4,"1.00 (1.00, 1.00)",0.9991998948889187,1.0029397162313625,H1
hh_low,Conditional,6.048445486371389e-6,0.0019152379654892593,-0.03183337485945739,51,0.0019218912555242678,0.003461845208923433,7985.028611557155,750978.0080128828,48.937906772192996,-0.11775711962305911,0.054090369904144314,0.043839380190922726,"0.97 (0.89, 1.06)",0.8889119256614646,1.0555799905074559,H1
hh_medium,Conditional,4.216660983884488e-6,0.001924594584573848,-0.08888053046928189,51,0.001929232911656121,0.0024042338559791803,16251.118527910598,1557001.720295518,48.99149493546587,-0.1749681620311781,-0.0027928989073856963,0.0439230339532246,"0.91 (0.84, 1.00)",0.8394837478011269,0.9972109976064006,H1
hh_size,Conditional,2.606931707203566e-7,2.5066830502884e-4,-0.032583911450440435,51,2.509550675166324e-4,0.0011426845874446694,70352.06652460639,6892706.246965206,49.054643482305295,-0.0636328067009943,-0.0015350161998865797,0.01584156139768528,"0.97 (0.94, 1.00)",0.9383494919247697,0.9984661613348916,H1
residence,Conditional,3.929633776023225e-5,0.0012326467807530946,0.06844037020240198,51,0.0012758727522893501,0.033879531841003244,133.51580507336743,7840.9323794857855,47.16186259471923,-0.0015790994840562261,0.13845983988886018,0.035719361028570346,"1.07 (1.00, 1.15)",0.998422146637531,1.148503556613515,H1
w_htn,Conditional,8.924788981975439e-7,9.759040358546622e-4,0.062264595447163215,51,9.768857626426795e-4,0.0010049555695862769,90733.88606864179,8911458.450412363,49.061486519987206,0.0010055761185980838,0.12352361477572835,0.03125517177432688,"1.06 (1.00, 1.13)",1.0010060818797761,1.131476723795667,H1
(Intercept),Conditional,6.961825025659862e-4,0.02875314916898989,-1.4865538853661924,50,0.029518949921812476,0.025942682746201304,203.46039480556817,13372.504110608577,46.70135319962082,-1.8233273411965987,-1.1497804295357863,0.17181079687206063,"0.23 (0.16, 0.32)",0.1614875318936421,0.3167063010947691,W2
h_htn,Conditional,4.422604233508284e-6,0.003047397582928153,0.09897589561523357,50,0.003052262447585012,0.0015938552927217168,36451.538081938765,3542784.464343485,48.03587073955371,-0.009306829294877153,0.20725862052534427,0.05524728452679835,"1.10 (0.99, 1.23)",0.9907363451978589,1.2303007116566087,W2
h_htn:w_ge65,Conditional,8.51536424824085e-6,0.005157490987246295,-0.03612846072663706,50,0.00516685788791936,0.0018128814216016478,28285.32550280531,2738443.044916161,48.0251417566958,-0.1770124177775074,0.10475549632423325,0.07188085898150745,"0.96 (0.84, 1.11)",0.8377693812246225,1.1104390707263316,W2
hh_children,Conditional,1.6550126526333843e-6,1.1619867258782574e-4,0.0121433371985355,50,1.1801918650572247e-4,0.01542557588980204,490.5436677433051,37823.32774789136,47.311778967496636,-0.009149733557966463,0.03343640795503746,0.010863663585813142,"1.01 (0.99, 1.03)",0.9908919978799583,1.0340016873537161,W2
hh_high,Conditional,1.553171824593314e-5,0.0032824171072361897,-0.17527410093655063,50,0.003299501997306716,0.005178020829953229,3676.8693580006716,335671.85076485807,47.857252301274514,-0.2878573699341795,-0.06269083193892178,0.057441291744760724,"0.84 (0.75, 0.94)",0.7498685384109806,0.939233809901385,W2
hh_highest,Conditional,2.5928884049334737e-5,0.0054886845666065245,-0.12485945820642623,50,0.005517206339060793,0.005169604089725516,3688.317917999236,336765.7692372148,47.85767930602909,-0.27044198911078704,0.020723072697934566,0.07427789939854783,"0.88 (0.76, 1.02)",0.7630421634667355,1.020939286524456,W2
hh_lengthmar,Conditional,1.1538022341144383e-8,1.8153727522117638e-6,0.0037007336658139295,50,1.8280645767870227e-6,0.006942765992198029,2107.7688535840116,186714.2456848116,47.766945502215904,0.001050728790486791,0.006350738541141068,0.0013520593836022967,"1.00 (1.00, 1.01)",1.0010512809993728,1.0063709472385511,W2
hh_low,Conditional,2.5801822799694454e-6,0.002498896474864284,0.028206632543732013,50,0.0025017346753722506,0.0011344930123511497,71361.26847360503,6992602.785393336,48.05829315530994,-0.06982557676874235,0.12623884185620637,0.05001734374566737,"1.03 (0.93, 1.13)",0.9325564652329703,1.1345531146969436,W2
hh_medium,Conditional,2.242214554082413e-5,0.0032633110356231863,-0.013890777831603736,50,0.0032879753957180927,0.00750138219617664,1822.66062603599,159941.04259510385,47.73803923183752,-0.12627766876837312,0.09849611310516564,0.057340870203704555,"0.99 (0.88, 1.10)",0.8813700838578129,1.1035101151582891,W2
hh_size,Conditional,1.7646337304971677e-6,2.363081810109138e-4,-0.01309812995685808,50,2.382492781144607e-4,0.00814733676806498,1561.9765073806482,135584.85255815045,47.70442272333679,-0.04335108240053462,0.017154822486818454,0.015435325656249067,"0.99 (0.96, 1.02)",0.9575751432653274,1.0173028114846159,W2
residence,Conditional,4.835996133782991e-5,0.0013030253316117894,-0.07320654281097203,50,0.0013562212890834023,0.039223656124411095,107.09032628304209,5849.872005690084,45.86361466665046,-0.14540089706081802,-0.0010121885611260317,0.036826909849774284,"0.93 (0.86, 1.00)",0.8646755777191255,0.9989883235289237,W2
w_bmi,Conditional,6.622541012038143e-7,6.449924632349184e-6,0.029168619820835108,50,7.178404143673379e-6,0.10148209779554337,31.992444887317564,873.9038186129496,41.19283672678096,0.02391009475991076,0.03442714488175946,0.0026792544007005715,"1.03 (1.02, 1.04)",1.0241982329631913,1.035026618642472,W2
w_education_2,Conditional,4.669651464393376e-5,0.0023104109217644297,-0.07068057840000981,50,0.002361777087872757,0.02174894759208306,272.04447789301764,19026.81151326557,46.95065366066651,-0.1659371993071519,0.024576042507132273,0.04859811815155765,"0.93 (0.85, 1.02)",0.8470994309501604,1.0248805226285587,W2
w_education_3,Conditional,4.5917160652017345e-5,0.004244160770556835,-0.20442698329087097,50,0.004294669647274054,0.011760829322292221,795.7141246897693,65067.873653679686,47.512637190046114,-0.33287312136168534,-0.07598084522005666,0.06553372908109269,"0.82 (0.72, 0.93)",0.7168611427515129,0.9268339596898949,W2
w_ge65,Conditional,1.5191869998605578e-5,0.00501925418263167,0.31524567461755915,50,0.005035965239630136,0.003318342403748099,8668.83591314988,817335.0361608784,47.95073815095858,0.1761575357030252,0.4543338135320931,0.07096453508359042,"1.37 (1.19, 1.58)",1.1926259250159945,1.5751237073338333,W2
w_heavydrinker,Conditional,3.8257807941427164e-5,0.0024628663642981457,0.045941616399844204,50,0.0025049499530337156,0.016800171470333344,422.58862906348764,31887.10418295905,47.23482398853999,-0.05215727576514856,0.14404050856483697,0.05004947505252893,"1.05 (0.95, 1.15)",0.9491795721595048,1.1549308921702657,W2
w_laborforceother,Conditional,5.463459316137802e-5,0.0038067317621107385,0.18767689120046627,50,0.0038668298145882545,0.015541944010772336,484.1146093105704,37259.054445503134,47.305298084559304,0.06579484727654208,0.3095589351243905,0.06218383885374282,"1.21 (1.07, 1.36)",1.0680075900237298,1.3628238878034649,W2
w_laborforceretired,Conditional,2.0228630086886055e-5,0.003062269738216326,0.1522983380073214,50,0.003084521231311901,0.007213921197783655,1961.2727934720408,172941.69913812564,47.75293340259303,0.04344418260161653,0.26115249341302627,0.05553846623117982,"1.16 (1.04, 1.30)",1.044401696899448,1.2984256516966939,W2
w_moderate_pa,Conditional,5.911229033359394e-7,8.489347094030104e-5,-0.015065362739961664,50,8.554370613397057e-5,0.007601204379094772,1778.0921334152124,155767.80126567426,47.732857674972365,-0.033193179249087004,0.003062453769163677,0.009248984059558681,"0.99 (0.97, 1.00)",0.967351669268875,1.0030671478713082,W2
w_raceethnicNHBlack,Conditional,8.269826724626259e-6,0.0042914491043757495,0.236194440327751,50,0.004300545913772838,0.0021152685215976032,20887.754653510412,2011460.4440748177,48.01028923890283,0.10766277140516028,0.36472610925034166,0.06557854766440652,"1.27 (1.11, 1.44)",1.113672119970082,1.4401195187136016,W2
w_raceethnicNHOther,Conditional,2.9957709490154013e-5,0.01241314858114158,0.06346571560537617,50,0.01244610206158075,0.002647694858689281,13457.417127509541,1283827.4143513502,47.984024948492035,-0.15519218774721857,0.2821236189579709,0.11156209957499343,"1.07 (0.86, 1.33)",0.8562506007952873,1.3259426215011152,W2
w_raceethnicNHWhite,Conditional,1.3351164591270146e-5,0.003612157620855395,-0.03602680155039035,50,0.003626843901905792,0.004049328134216083,5896.145768134438,548878.9400009984,47.914198363593194,-0.15406252895787703,0.08200892585709632,0.06022328371905498,"0.96 (0.86, 1.09)",0.8572184183612428,1.0854654984962318,W2
w_religion2.Catholic,Conditional,3.1261442028022944e-6,0.002081342871421704,-0.04399058123118031,50,0.0020847816300447863,0.001649457465244766,34069.032519372755,3307960.14007719,48.033149383577275,-0.13348141116681445,0.045500248704453836,0.04565940899797966,"0.96 (0.88, 1.05)",0.8750437348684518,1.0465512648958772,W2
w_religion3.Jewish,Conditional,1.3219375703790097e-4,0.0489280655882246,-0.07185108881592318,50,0.04907347872096629,0.002963171483491436,10804.121255780774,1025011.9730975194,47.96839493798219,-0.50603330045165,0.3623311228198035,0.22152534554981804,"0.93 (0.60, 1.44)",0.6028822949168517,1.436674578946597,W2
w_religion4.None/no pref,Conditional,2.1196630367688493e-5,0.005759445830494849,-0.04470275385549215,50,0.005782762123899307,0.004032033983914802,5945.047601062108,553597.5273218951,47.915065947471646,-0.19374751124703593,0.10434200353605162,0.07604447464411407,"0.96 (0.82, 1.11)",0.8238658948822349,1.1099800070951624,W2
w_religion5.Other,Conditional,2.832214978444168e-5,0.01216014017770287,-0.016706799452491313,50,0.012191294542465755,0.002555459935314196,14422.976413310262,1378174.9650063447,47.98858513364887,-0.23311483584621936,0.19970123694123665,0.11041419538476814,"0.98 (0.79, 1.22)",0.7920626111213349,1.2210379026415492,W2
w_smokeformer,Conditional,3.282695275688416e-5,0.00516928498331696,-0.06215038887368983,50,0.005205394631349532,0.006936966472263586,2111.087213556245,187026.57403283822,47.76724480051837,-0.2035596104303417,0.07925883268296206,0.0721484208513917,"0.94 (0.82, 1.08)",0.8158215713982202,1.0824844681724288,W2
w_smokenever,Conditional,4.8628840423679755e-5,0.005060706007186174,-0.04226494755563102,50,0.005114197731652222,0.01045945567082452,984.8412800438499,82266.75030114745,47.58243235889427,-0.18243112781975787,0.09790123270849582,0.07151361920398255,"0.96 (0.83, 1.10)",0.833242029147402,1.1028538538411043,W2
w_vigorous_pa,Conditional,3.448242818574476e-6,1.9748544802440093e-4,-0.02656947169776412,50,2.0127851512483286e-4,0.018844868256701244,346.6840408802261,25342.899310527402,47.11875182911535,-0.05437733008697058,0.0012383866914423315,0.014187265949605402,"0.97 (0.95, 1.00)",0.9470746793009125,1.0012391538088712,W2
(Intercept),Conditional,4.294007224535081e-4,0.018157900307934613,-1.280766476029923,50,0.018630241102633473,0.02535344508408382,211.19970215386525,14001.306031180688,46.736840295947125,-1.5483102651484864,-1.0132226869113599,0.13649264120322924,"0.28 (0.21, 0.36)",0.21260691980163773,0.36304710513961497,H2
