iv,type,B_D,W_D,theta_D,dfcom,T_D,gamma_D,nu,nu2,nu_improved,L,U,sqrt_T_D,RR,lci,uci,model
h_laborforceretired,Conditional,4.1585749584057183e-4,0.001895087290774182,0.1437038874049085,6492,0.0023525305361988113,0.1944473146621765,18.00164348187024,238.03378898413072,227.66801072774484,0.048154155274713104,0.23925361953510388,0.04850289203953524,"1.15 (1.05, 1.27)",1.04933240298187,1.2703006687976612,H1
h_moderate_pa,Conditional,6.672599660313076e-5,3.54603442066977e-5,6.881807851663154e-4,6492,1.0885894047014155e-4,0.6742541857053627,9.890622813780514,19.79680963978462,19.613147810398438,-0.021090149870702072,0.022466511441034696,0.010433548795598819,"1.00 (0.98, 1.02)",0.979130692085351,1.0227207841456722,H1
h_smokeformer,Conditional,1.5856286054008794e-5,0.0014949164683030487,0.14826306429989422,6492,0.0015123583829624583,0.011532924243289389,824.4067008441392,67664.92906864228,5859.615881817078,0.07204055910692285,0.22448556949286558,0.03888905222504733,"1.16 (1.07, 1.25)",1.0746989320087568,1.2516786488600236,H1
h_smokenever,Conditional,1.9085649251365843e-5,0.0023747211841908117,0.033526015440076315,6492,0.002395715398367314,0.008763233809328955,1364.1157516748567,117196.2488266841,6098.375942399291,-0.062407462261333396,0.12945949314148603,0.0489460457888818,"1.03 (0.94, 1.14)",0.939499997996313,1.1382130050958228,H1
h_vigorous_pa,Conditional,6.603617344067087e-5,4.3781124721061115e-5,-0.018023429265756345,6492,1.1642091550579907e-4,0.6239410716635335,10.117581756163766,23.118271533639536,22.901343510419846,-0.04033762272239105,0.004290764190878364,0.010789852432067783,"0.98 (0.96, 1.00)",0.9604651095598329,1.0042999826996493,H1
hh_children,Conditional,3.927648018123248e-6,1.876472050037426e-4,0.0044759133499577075,6492,1.9196761782367818e-4,0.022505945892936294,256.9548333893875,17768.385522003828,4674.851306994392,-0.02268170391841533,0.03163353061833074,0.01385523792013974,"1.00 (0.98, 1.03)",0.9775735921021962,1.032139188578369,H1
hh_high,Conditional,2.6413480701754707e-5,0.002923240662914335,-0.02670316729625147,6492,0.0029522954916862652,0.009841436554623098,1101.1350207022042,92923.49060092434,6010.475191560339,-0.13319925646671554,0.0797929218742126,0.05433503006059963,"0.97 (0.88, 1.08)",0.8752906674059868,1.0830627658440977,H1
hh_highest,Conditional,2.9413699048985938e-5,0.006098591375085255,-0.07455630409408176,6492,0.00613094644403914,0.005277336745510475,3545.8280135486257,323156.49932314805,6329.309340610375,-0.22802276532059956,0.07891015713243604,0.07830036043364769,"0.93 (0.80, 1.08)",0.7961061360177395,1.0821070980982355,H1
hh_lengthmar,Conditional,2.046988734125883e-6,4.4323567156075775e-6,0.0015304429797465286,6492,6.684044323146049e-6,0.3368750263580907,12.891962868892065,79.3057864820984,77.87082738146063,-0.0036152627064063823,0.006676148665899439,0.0025853518760791633,"1.00 (1.00, 1.01)",0.9963912644876023,1.0066984838230155,H1
hh_low,Conditional,2.8444726722392263e-5,0.0025490843113320045,-0.009688595942085203,6492,0.002580373510726636,0.012125841187162251,752.9838739932851,61209.489516820235,5803.431693574247,-0.10925159415516034,0.08987440227098992,0.05079737700636359,"0.99 (0.90, 1.09)",0.8965048337454052,1.094036866529859,H1
hh_medium,Conditional,2.3829015316597195e-5,0.0025820303779562383,-0.04025280405480835,6492,0.0026082422948044953,0.0100496479565836,1059.6191593460499,89112.94828002929,5992.721305399761,-0.1403513932116614,0.0598457851020447,0.051070953533339236,"0.96 (0.87, 1.06)",0.8690528024830542,1.0616728081564628,H1
hh_size,Conditional,3.832554270372246e-6,1.9881291709818817e-4,-0.017009674459790885,6492,2.0302872679559764e-4,0.020764597029925738,294.0425111621013,20873.510501329558,4871.914617895125,-0.04493845800505529,0.01091910908547352,0.014248814926006922,"0.98 (0.96, 1.01)",0.9560563176357117,1.010978940126007,H1
